,pos,date,label,colour
1004,1188380,108,pre-fatimid,orange
1005,1188751,109,pre-fatimid,orange
1006,1189046,117,pre-fatimid,orange
1007,1189166,17,first-century,saddlebrown
1008,1189521,109,pre-fatimid,orange
1009,1189570,121,pre-fatimid,orange
1010,1189633,122,pre-fatimid,orange
1011,1189752,124,pre-fatimid,orange
1012,1189955,24,first-century,saddlebrown
1013,1190196,125,pre-fatimid,orange
1014,1190778,127,pre-fatimid,orange
1015,1191541,127,pre-fatimid,orange
1016,1191590,28,first-century,saddlebrown
1017,1192041,131,pre-fatimid,orange
1018,1192323,31,first-century,saddlebrown
1019,1192435,132,pre-fatimid,orange
1020,1192702,132,pre-fatimid,orange
1021,1193110,132,pre-fatimid,orange
1022,1193745,133,pre-fatimid,orange
1023,1193981,133,pre-fatimid,orange
1024,1194410,33,first-century,saddlebrown
1025,1195153,133,pre-fatimid,orange
1026,1196126,346,pre-fatimid,orange
1027,1196217,346,pre-fatimid,orange
1028,1197174,358,fatimid,green
1029,1200884,133,pre-fatimid,orange
1030,1201032,135,pre-fatimid,orange
1031,1201362,136,pre-fatimid,orange
1032,1201962,37,first-century,saddlebrown
1033,1202330,141,pre-fatimid,orange
1034,1202626,141,pre-fatimid,orange
1035,1203411,141,pre-fatimid,orange
1036,1203771,42,first-century,saddlebrown
1037,1203907,0,,
1038,1204070,3,first-century,saddlebrown
1039,1204304,44,first-century,saddlebrown
1040,1204654,45,first-century,saddlebrown
1041,1204940,146,pre-fatimid,orange
1042,1205016,45,first-century,saddlebrown
1043,1205134,47,first-century,saddlebrown
1044,1205387,48,first-century,saddlebrown
1045,1205435,150,pre-fatimid,orange
1046,1205532,152,pre-fatimid,orange
1047,1205773,154,pre-fatimid,orange
1048,1205863,155,pre-fatimid,orange
1049,1206226,56,first-century,saddlebrown
1050,1206512,158,pre-fatimid,orange
1051,1206607,161,pre-fatimid,orange
1052,1206776,161,pre-fatimid,orange
1053,1206844,162,pre-fatimid,orange
1054,1207107,162,pre-fatimid,orange
1055,1207833,64,first-century,saddlebrown
1056,1208111,65,first-century,saddlebrown
1057,1208400,67,first-century,saddlebrown
1058,1209014,168,pre-fatimid,orange
1059,1209575,169,pre-fatimid,orange
1060,1209918,69,first-century,saddlebrown
1061,1210087,69,first-century,saddlebrown
1062,1210237,169,pre-fatimid,orange
1063,1210299,170,pre-fatimid,orange
1064,1210638,171,pre-fatimid,orange
1065,1210900,172,pre-fatimid,orange
1066,1210945,0,,
1067,1211082,73,first-century,saddlebrown
1068,1211288,173,pre-fatimid,orange
1069,1211518,174,pre-fatimid,orange
1070,1211661,75,first-century,saddlebrown
1071,1211837,75,first-century,saddlebrown
1072,1211888,176,pre-fatimid,orange
1073,1212502,176,pre-fatimid,orange
1074,1212542,177,pre-fatimid,orange
1075,1212939,178,pre-fatimid,orange
1076,1213282,178,pre-fatimid,orange
1077,1213462,179,pre-fatimid,orange
1078,1213774,180,pre-fatimid,orange
1079,1213962,181,pre-fatimid,orange
1080,1214219,182,pre-fatimid,orange
1081,1214548,183,pre-fatimid,orange
1082,1214691,85,first-century,saddlebrown
1083,1214807,86,first-century,saddlebrown
1084,1215018,186,pre-fatimid,orange
1085,1215713,87,first-century,saddlebrown
1086,1215770,89,first-century,saddlebrown
1087,1216000,190,pre-fatimid,orange
1088,1216203,91,first-century,saddlebrown
1089,1216659,191,pre-fatimid,orange
1090,1216759,192,pre-fatimid,orange
1091,1217149,193,pre-fatimid,orange
1092,1217522,194,pre-fatimid,orange
1093,1217917,195,pre-fatimid,orange
1094,1218226,96,first-century,saddlebrown
1095,1218449,96,first-century,saddlebrown
1096,1218712,198,pre-fatimid,orange
1097,1218757,0,,
1098,1219300,199,pre-fatimid,orange
1099,1219549,0,,
1100,1219686,200,pre-fatimid,orange
1101,1219808,201,pre-fatimid,orange
1102,1220065,205,pre-fatimid,orange
1103,1220317,206,pre-fatimid,orange
1104,1220550,211,pre-fatimid,orange
1105,1220708,211,pre-fatimid,orange
1106,1220849,12,first-century,saddlebrown
1107,1221179,13,first-century,saddlebrown
1108,1221455,14,first-century,saddlebrown
1109,1222020,215,pre-fatimid,orange
1110,1222470,16,first-century,saddlebrown
1111,1222841,217,pre-fatimid,orange
1112,1223171,18,first-century,saddlebrown
1113,1223351,18,first-century,saddlebrown
1114,1223418,18,first-century,saddlebrown
1115,1223637,219,pre-fatimid,orange
1116,1223915,19,first-century,saddlebrown
1117,1223956,224,pre-fatimid,orange
1118,1224151,26,first-century,saddlebrown
1119,1224226,233,pre-fatimid,orange
1120,1224346,226,pre-fatimid,orange
1121,1224403,27,first-century,saddlebrown
1122,1224473,228,pre-fatimid,orange
1123,1224622,229,pre-fatimid,orange
1124,1224664,30,first-century,saddlebrown
1125,1224774,233,pre-fatimid,orange
1126,1225004,233,pre-fatimid,orange
1127,1225105,234,pre-fatimid,orange
1128,1225177,4,first-century,saddlebrown
1129,1225411,35,first-century,saddlebrown
1130,1225797,237,pre-fatimid,orange
1131,1225949,236,pre-fatimid,orange
1132,1226014,37,first-century,saddlebrown
1133,1226072,38,first-century,saddlebrown
1134,1226308,238,pre-fatimid,orange
1135,1226668,38,first-century,saddlebrown
1136,1226801,41,first-century,saddlebrown
1137,1226896,42,first-century,saddlebrown
1138,1227170,44,first-century,saddlebrown
1139,1227299,42,first-century,saddlebrown
1140,1227440,45,first-century,saddlebrown
1141,1227589,49,first-century,saddlebrown
1142,1227669,47,first-century,saddlebrown
1143,1227872,48,first-century,saddlebrown
1144,1228051,52,first-century,saddlebrown
1145,1228407,253,pre-fatimid,orange
1146,1228786,53,first-century,saddlebrown
1147,1229190,253,pre-fatimid,orange
1148,1229429,54,first-century,saddlebrown
1149,1229712,254,pre-fatimid,orange
1150,1231722,240,pre-fatimid,orange
1151,1231815,220,pre-fatimid,orange
1152,1232025,200,pre-fatimid,orange
1153,1233539,250,pre-fatimid,orange
1154,1234313,254,pre-fatimid,orange
1155,1236176,55,first-century,saddlebrown
1156,1236981,56,first-century,saddlebrown
1157,1241321,100,,
1158,1254573,282,pre-fatimid,orange
1159,1254875,254,pre-fatimid,orange
1160,1255009,55,first-century,saddlebrown
1161,1255305,56,first-century,saddlebrown
1162,1255555,57,first-century,saddlebrown
1163,1255855,59,first-century,saddlebrown
1164,1255970,59,first-century,saddlebrown
1165,1256315,64,first-century,saddlebrown
1166,1256605,63,first-century,saddlebrown
1167,1256737,64,first-century,saddlebrown
1168,1257053,4,first-century,saddlebrown
1169,1257134,64,first-century,saddlebrown
1170,1257552,65,first-century,saddlebrown
1171,1258003,265,pre-fatimid,orange
1172,1258325,66,first-century,saddlebrown
1173,1258972,67,first-century,saddlebrown
1174,1259075,68,first-century,saddlebrown
1175,1259587,69,first-century,saddlebrown
1176,1261067,70,first-century,saddlebrown
1177,1261196,270,pre-fatimid,orange
1178,1262120,71,first-century,saddlebrown
1179,1262716,72,first-century,saddlebrown
1180,1262792,73,first-century,saddlebrown
1181,1263236,0,,
1182,1263601,76,first-century,saddlebrown
1183,1263712,77,first-century,saddlebrown
1184,1263791,78,first-century,saddlebrown
1185,1263839,79,first-century,saddlebrown
1186,1263970,80,first-century,saddlebrown
1187,1264322,81,first-century,saddlebrown
1188,1264501,82,first-century,saddlebrown
1189,1265014,282,pre-fatimid,orange
1190,1265453,83,first-century,saddlebrown
1191,1265855,84,first-century,saddlebrown
1192,1265939,89,first-century,saddlebrown
1193,1266019,90,first-century,saddlebrown
1194,1266207,91,first-century,saddlebrown
1195,1266587,92,first-century,saddlebrown
1196,1267107,292,pre-fatimid,orange
1197,1273559,293,pre-fatimid,orange
1198,1276791,292,pre-fatimid,orange
1199,1277876,292,pre-fatimid,orange
1200,1278952,93,first-century,saddlebrown
1201,1280003,94,first-century,saddlebrown
1202,1280187,95,first-century,saddlebrown
1203,1280421,96,first-century,saddlebrown
1204,1280586,97,first-century,saddlebrown
1205,1281151,302,pre-fatimid,orange
1206,1281780,303,pre-fatimid,orange
1207,1281890,304,pre-fatimid,orange
1208,1282306,307,pre-fatimid,orange
1209,1282906,308,pre-fatimid,orange
1210,1283267,309,pre-fatimid,orange
1211,1283741,311,pre-fatimid,orange
1212,1284305,312,pre-fatimid,orange
1213,1284529,17,first-century,saddlebrown
1214,1284626,20,first-century,saddlebrown
1215,1284717,321,pre-fatimid,orange
1216,1285300,21,first-century,saddlebrown
1217,1285696,22,first-century,saddlebrown
1218,1286421,23,first-century,saddlebrown
1219,1287093,27,first-century,saddlebrown
1220,1287170,28,first-century,saddlebrown
1221,1287840,29,first-century,saddlebrown
1222,1287986,330,pre-fatimid,orange
1223,1288161,31,first-century,saddlebrown
1224,1288404,32,first-century,saddlebrown
1225,1288513,33,first-century,saddlebrown
1226,1288699,36,first-century,saddlebrown
1227,1288872,34,first-century,saddlebrown
1228,1289073,35,first-century,saddlebrown
1229,1289239,347,pre-fatimid,orange
1230,1289349,400,fatimid,green
1231,1289426,10,first-century,saddlebrown
1232,1289675,51,first-century,saddlebrown
1233,1289829,53,first-century,saddlebrown
1234,1290113,355,pre-fatimid,orange
1235,1290485,55,first-century,saddlebrown
1236,1290556,357,,
1237,1290634,11,first-century,saddlebrown
1238,1290861,358,fatimid,green
1239,1291136,10,first-century,saddlebrown
1240,1291248,0,,
1241,1291851,539,fatimid,green
1242,1293472,0,,
1243,1298818,0,,
1244,1306595,217,pre-fatimid,orange
1245,1306742,20,first-century,saddlebrown
1246,1308706,0,,
1247,1310122,0,,
1248,1310565,446,fatimid,green
1249,1311467,47,first-century,saddlebrown
1250,1312026,0,,
1251,1312087,454,fatimid,green
1252,1312224,0,,
1253,1313678,59,first-century,saddlebrown
1254,1315026,0,,
1255,1315066,460,fatimid,green
1256,1316083,61,first-century,saddlebrown
1257,1317572,63,first-century,saddlebrown
1258,1318646,64,first-century,saddlebrown
1259,1320042,457,fatimid,green
1260,1320087,464,fatimid,green
1261,1321529,0,,
1262,1322267,558,fatimid,green
1263,1322540,3,first-century,saddlebrown
1264,1322837,59,first-century,saddlebrown
1265,1323740,59,first-century,saddlebrown
1266,1324524,62,first-century,saddlebrown
1267,1325346,100,,
1268,1325606,64,first-century,saddlebrown
1269,1328310,696,mamluk,blue
1270,1328407,749,mamluk,blue
1271,1328583,776,mamluk,blue
1272,1328711,790,mamluk,blue
1273,1334164,0,,
1274,1340524,725,mamluk,blue
1275,1348296,336,pre-fatimid,orange
1276,1348679,600,ayyubid,red
1277,1348803,628,ayyubid,red
1278,1349458,0,,
1279,1349989,0,,
1280,1350840,806,mamluk,blue
1281,1351573,0,,
1282,1353154,660,mamluk,blue
1283,1354712,308,pre-fatimid,orange
1284,1358063,790,mamluk,blue
1285,1358160,600,ayyubid,red
1286,1365175,402,fatimid,green
1287,1367113,268,pre-fatimid,orange
1288,1367185,70,first-century,saddlebrown
1289,1368715,288,pre-fatimid,orange
1290,1370999,296,pre-fatimid,orange
1291,1371798,97,first-century,saddlebrown
1292,1373128,298,pre-fatimid,orange
1293,1373345,301,pre-fatimid,orange
1294,1373548,302,pre-fatimid,orange
1295,1373859,303,pre-fatimid,orange
1296,1374110,306,pre-fatimid,orange
1297,1374289,15,first-century,saddlebrown
1298,1374403,322,pre-fatimid,orange
1299,1374505,20,first-century,saddlebrown
1300,1374732,280,pre-fatimid,orange
1301,1375023,333,pre-fatimid,orange
1302,1375570,334,pre-fatimid,orange
1303,1375620,0,,
1304,1375778,0,,
1305,1376157,336,pre-fatimid,orange
1306,1376227,341,pre-fatimid,orange
1307,1376278,0,,
1308,1376436,303,pre-fatimid,orange
1309,1376489,2,first-century,saddlebrown
1310,1376688,317,pre-fatimid,orange
1311,1378870,57,first-century,saddlebrown
1312,1378965,58,first-century,saddlebrown
1313,1383629,348,pre-fatimid,orange
1314,1384128,362,fatimid,green
1315,1384814,0,,
1316,1384886,319,pre-fatimid,orange
1317,1384963,365,fatimid,green
1318,1385046,10,first-century,saddlebrown
1319,1385432,0,,
1320,1385487,0,,
1321,1385555,386,fatimid,green
1322,1385715,0,,
1323,1385755,0,,
1324,1385811,411,fatimid,green
1325,1386047,395,fatimid,green
1326,1386114,411,fatimid,green
1327,1386615,13,first-century,saddlebrown
1328,1386781,14,first-century,saddlebrown
1329,1386957,15,first-century,saddlebrown
1330,1389537,16,first-century,saddlebrown
1331,1389706,17,first-century,saddlebrown
1332,1389848,18,first-century,saddlebrown
1333,1390221,20,first-century,saddlebrown
1334,1390291,21,first-century,saddlebrown
1335,1390438,22,first-century,saddlebrown
1336,1390528,23,first-century,saddlebrown
1337,1390659,24,first-century,saddlebrown
1338,1390845,25,first-century,saddlebrown
1339,1390968,26,first-century,saddlebrown
1340,1391035,427,fatimid,green
1341,1391087,0,,
1342,1391135,0,,
1343,1391715,420,fatimid,green
1344,1391775,27,first-century,saddlebrown
1345,1391833,0,,
1346,1392471,40,first-century,saddlebrown
1347,1392845,41,first-century,saddlebrown
1348,1392949,0,,
1349,1393333,42,first-century,saddlebrown
1350,1393513,44,first-century,saddlebrown
1351,1393704,46,first-century,saddlebrown
1352,1393769,48,first-century,saddlebrown
1353,1393899,48,first-century,saddlebrown
1354,1393958,50,first-century,saddlebrown
1355,1394431,51,first-century,saddlebrown
1356,1394881,53,first-century,saddlebrown
1357,1395401,466,fatimid,green
1358,1395557,87,first-century,saddlebrown
1359,1395710,87,first-century,saddlebrown
1360,1395747,0,,
1361,1396208,467,fatimid,green
1362,1396391,90,first-century,saddlebrown
1363,1396570,91,first-century,saddlebrown
1364,1396680,92,first-century,saddlebrown
1365,1396906,93,first-century,saddlebrown
1366,1396979,94,first-century,saddlebrown
1367,1397062,495,fatimid,green
1368,1397156,0,,
1369,1397648,0,,
1370,1397911,7,first-century,saddlebrown
1371,1398503,524,fatimid,green
1372,1398613,26,first-century,saddlebrown
1373,1398917,28,first-century,saddlebrown
1374,1399187,29,first-century,saddlebrown
1375,1399431,31,first-century,saddlebrown
1376,1399719,34,first-century,saddlebrown
1377,1399878,36,first-century,saddlebrown
1378,1399944,37,first-century,saddlebrown
1379,1399987,42,first-century,saddlebrown
1380,1400100,44,first-century,saddlebrown
1381,1400217,0,,
1382,1400256,0,,
1383,1400516,527,fatimid,green
1384,1401042,55,first-century,saddlebrown
1385,1401389,546,fatimid,green
1386,1401509,56,first-century,saddlebrown
1387,1401834,58,first-century,saddlebrown
1388,1402169,59,first-century,saddlebrown
1389,1402839,560,fatimid,green
1390,1403642,64,first-century,saddlebrown
1391,1405377,66,first-century,saddlebrown
1392,1405673,0,,
1393,1406603,10,first-century,saddlebrown
1394,1406655,0,,
1395,1406715,567,,
1396,1406969,70,first-century,saddlebrown
1397,1412355,358,fatimid,green
1398,1413307,712,mamluk,blue
1399,1413530,712,mamluk,blue
1400,1415338,749,mamluk,blue
1401,1415466,806,mamluk,blue
1402,1415714,358,fatimid,green
1403,1416183,59,first-century,saddlebrown
1404,1428259,0,,
1405,1428748,567,,
1406,1429449,656,mamluk,blue
1407,1429638,711,mamluk,blue
1408,1431395,749,mamluk,blue
1409,1431496,806,mamluk,blue
1410,1432360,0,,
1411,1432407,0,,
1412,1442530,762,mamluk,blue
1413,1450846,386,fatimid,green
1414,1451620,621,ayyubid,red
1415,1454269,358,fatimid,green
1416,1455071,664,mamluk,blue
1417,1455188,4,first-century,saddlebrown
1418,1455797,785,mamluk,blue
1419,1455908,785,mamluk,blue
1420,1455966,785,mamluk,blue
1421,1456040,0,,
1422,1456259,780,mamluk,blue
1423,1456438,770,mamluk,blue
1424,1456481,0,,
1425,1456536,700,mamluk,blue
1426,1456841,0,,
1427,1457087,786,mamluk,blue
1428,1457138,0,,
1429,1457175,807,mamluk,blue
1430,1457346,0,,
1431,1457447,0,,
1432,1457487,819,mamluk,blue
1433,1466609,801,mamluk,blue
1434,1473943,358,fatimid,green
1435,1475657,803,mamluk,blue
1436,1476044,347,pre-fatimid,orange
1437,1477689,358,fatimid,green
1438,1479762,365,fatimid,green
1439,1479919,66,first-century,saddlebrown
1440,1480286,380,fatimid,green
1441,1480374,81,first-century,saddlebrown
1442,1482179,381,fatimid,green
1443,1482983,480,fatimid,green
1444,1483297,818,mamluk,blue
1445,1483561,566,fatimid,green
1446,1483641,69,first-century,saddlebrown
1447,1485098,770,mamluk,blue
1448,1485333,588,ayyubid,red
1449,1486706,0,,
1450,1487088,0,,
1451,1487227,485,fatimid,green
1452,1488362,484,fatimid,green
1453,1488428,480,fatimid,green
1454,1488877,735,mamluk,blue
1455,1490802,465,fatimid,green
1456,1490895,56,first-century,saddlebrown
1457,1490955,0,,
1458,1491043,460,fatimid,green
1459,1492284,465,fatimid,green
1460,1493430,477,fatimid,green
1461,1493575,479,fatimid,green
1462,1493903,487,fatimid,green
1463,1495238,360,fatimid,green
1464,1495626,360,fatimid,green
1465,1496011,61,first-century,saddlebrown
1466,1496106,362,fatimid,green
1467,1496389,650,mamluk,blue
1468,1496911,652,mamluk,blue
1469,1500241,358,fatimid,green
1470,1500334,59,first-century,saddlebrown
1471,1500393,360,fatimid,green
1472,1502118,60,first-century,saddlebrown
1473,1503300,660,mamluk,blue
1474,1504249,428,fatimid,green
1475,1504620,362,fatimid,green
1476,1512497,380,fatimid,green
1477,1516099,0,,
1478,1516835,369,fatimid,green
1479,1517594,352,pre-fatimid,orange
1480,1518589,389,fatimid,green
1481,1518946,362,fatimid,green
1482,1523627,516,fatimid,green
1483,1526662,385,fatimid,green
1484,1529332,400,fatimid,green
1485,1530757,0,,
1486,1552596,459,fatimid,green
1487,1555279,0,,
1488,1555546,10,first-century,saddlebrown
1489,1556163,0,,
1490,1557300,0,,
1491,1559218,406,fatimid,green
1492,1559591,516,fatimid,green
1493,1559912,517,fatimid,green
1494,1561591,517,fatimid,green
1495,1562032,0,,
1496,1567347,0,,
1497,1568000,518,fatimid,green
1498,1579139,660,mamluk,blue
1499,1580004,811,mamluk,blue
1500,1580902,770,mamluk,blue
1501,1581680,660,mamluk,blue
1502,1583747,0,,
1503,1584864,0,,
1504,1585380,0,,
1505,1587153,524,fatimid,green
1506,1588071,526,fatimid,green
1507,1588425,544,fatimid,green
1508,1588473,0,,
1509,1588674,787,mamluk,blue
1510,1588882,577,ayyubid,red
1511,1589479,384,fatimid,green
1512,1590789,516,fatimid,green
1513,1595094,461,fatimid,green
1514,1595606,0,,
1515,1595952,461,fatimid,green
1516,1599374,516,fatimid,green
1517,1599513,513,fatimid,green
1518,1614590,567,,
1519,1619071,442,fatimid,green
1520,1619492,442,fatimid,green
1521,1625931,460,fatimid,green
1522,1627815,353,pre-fatimid,orange
1523,1628140,353,pre-fatimid,orange
1524,1629807,0,,
1525,1641751,0,,
1526,1645029,0,,
1527,1647506,0,,
1528,1648727,0,,
1529,1650607,88,first-century,saddlebrown
1530,1652442,461,fatimid,green
1531,1653051,58,first-century,saddlebrown
1532,1656290,440,fatimid,green
1533,1657835,741,mamluk,blue
1534,1658506,744,mamluk,blue
1535,1659501,0,,
1536,1660043,0,,
1537,1665194,491,fatimid,green
1538,1665997,548,fatimid,green
1539,1667022,549,fatimid,green
1540,1668108,640,ayyubid,red
1541,1669254,4,first-century,saddlebrown
1542,1669621,61,first-century,saddlebrown
1543,1670696,60,first-century,saddlebrown
1544,1673544,61,first-century,saddlebrown
1545,1679647,363,fatimid,green
1546,1680600,396,fatimid,green
1547,1680661,0,,
1548,1681294,515,fatimid,green
1549,1681921,516,fatimid,green
1550,1682557,517,fatimid,green
1551,1682622,0,,
1552,1685519,516,fatimid,green
1553,1686464,517,fatimid,green
1554,1691167,672,mamluk,blue
1555,1695284,811,mamluk,blue
1556,1696537,796,mamluk,blue
1557,1697965,661,mamluk,blue
1558,1698107,62,first-century,saddlebrown
1559,1700369,380,fatimid,green
1560,1700705,515,fatimid,green
1561,1701651,516,fatimid,green
1562,1705172,0,,
1563,1707957,536,fatimid,green
1564,1710402,657,mamluk,blue
1565,1710674,693,mamluk,blue
1566,1711170,700,mamluk,blue
1567,1711535,709,mamluk,blue
1568,1713200,447,fatimid,green
1569,1714245,707,mamluk,blue
1570,1714674,558,fatimid,green
1571,1716790,467,fatimid,green
1572,1717212,530,fatimid,green
1573,1719394,515,fatimid,green
1574,1723873,529,fatimid,green
1575,1724084,515,fatimid,green
1576,1727371,0,,
1577,1736941,516,fatimid,green
1578,1737959,517,fatimid,green
1579,1738598,517,fatimid,green
1580,1738729,0,,
1581,1739072,0,,
1582,1740929,0,,
1583,1741563,0,,
1584,1756819,0,,
1585,1757005,0,,
1586,1758032,0,,
1587,1758738,516,fatimid,green
1588,1761046,380,fatimid,green
1589,1763004,515,fatimid,green
1590,1763281,516,fatimid,green
1591,1771943,0,,
1592,1778098,0,,
1593,1781553,536,fatimid,green
1594,1784184,457,fatimid,green
1595,1784321,450,fatimid,green
1596,1785878,651,mamluk,blue
1597,1786378,307,pre-fatimid,orange
1598,1786765,425,fatimid,green
1599,1786835,50,first-century,saddlebrown
1600,1787153,305,pre-fatimid,orange
1601,1787327,683,mamluk,blue
1602,1787886,516,fatimid,green
1603,1789142,395,fatimid,green
1604,1790165,403,fatimid,green
1605,1790652,0,,
1606,1791281,516,fatimid,green
1607,1795497,517,fatimid,green
1608,1795546,513,fatimid,green
1609,1797737,17,first-century,saddlebrown
1610,1799039,679,mamluk,blue
1611,1799486,7,first-century,saddlebrown
1612,1802206,0,,
1613,1803710,0,,
1614,1804225,501,fatimid,green
1615,1804922,515,fatimid,green
1616,1806939,519,fatimid,green
1617,1807086,22,first-century,saddlebrown
1618,1807479,478,fatimid,green
1619,1807794,517,fatimid,green
1620,1808429,680,mamluk,blue
1621,1814418,100,,
1622,1814584,0,,
1623,1814786,444,fatimid,green
1624,1816073,380,fatimid,green
1625,1817082,402,fatimid,green
1626,1817786,415,fatimid,green
1627,1818215,516,fatimid,green
1628,1819100,517,fatimid,green
1629,1824699,388,fatimid,green
1630,1824781,402,fatimid,green
1631,1824929,402,fatimid,green
1632,1827458,517,fatimid,green
1633,1829399,567,,
1634,1830501,0,,
1635,1835523,362,fatimid,green
1636,1836226,0,,
1637,1836287,516,fatimid,green
1638,1839806,517,fatimid,green
1639,1842756,586,ayyubid,red
1640,1843457,518,fatimid,green
1641,1855899,461,fatimid,green
1642,1856032,436,fatimid,green
1643,1863463,0,,
1644,1868989,436,fatimid,green
1645,1869323,436,fatimid,green
1646,1873042,517,fatimid,green
1647,1875200,0,,
1648,1875534,770,mamluk,blue
1649,1879246,823,mamluk,blue
1650,1879593,517,fatimid,green
1651,1887028,501,fatimid,green
1652,1888688,512,fatimid,green
1653,1895256,517,fatimid,green
1654,1896444,524,fatimid,green
1655,1897275,420,fatimid,green
1656,1898287,567,,
1657,1900005,0,,
1658,1902798,506,fatimid,green
1659,1903137,0,,
1660,1904724,577,ayyubid,red
1661,1904847,590,ayyubid,red
1662,1905972,592,ayyubid,red
1663,1908288,0,,
1664,1910050,384,fatimid,green
1665,1911816,0,,
1666,1911875,0,,
1667,1914304,532,fatimid,green
1668,1919843,0,,
1669,1919938,0,,
1670,1920384,0,,
1671,1922191,363,fatimid,green
1672,1922323,364,fatimid,green
1673,1922663,516,fatimid,green
1674,1923041,517,fatimid,green
1675,1924337,584,ayyubid,red
1676,1925268,592,ayyubid,red
1677,1927314,330,pre-fatimid,orange
1678,1927961,388,fatimid,green
1679,1928263,415,fatimid,green
1680,1929620,3,first-century,saddlebrown
1681,1932939,567,,
1682,1933959,67,first-century,saddlebrown
1683,1935859,660,mamluk,blue
1684,1936831,660,mamluk,blue
1685,1937536,660,mamluk,blue
1686,1937840,584,ayyubid,red
1687,1938065,83,first-century,saddlebrown
1688,1939291,588,ayyubid,red
1689,1942220,564,fatimid,green
1690,1945497,387,fatimid,green
1691,1947428,390,fatimid,green
1692,1950154,594,ayyubid,red
1693,1950701,594,ayyubid,red
1694,1952142,386,fatimid,green
1695,1953247,356,pre-fatimid,orange
1696,1953652,357,,
1697,1953846,362,fatimid,green
1698,1953906,363,fatimid,green
1699,1955029,365,fatimid,green
1700,1955360,367,fatimid,green
1701,1955407,68,first-century,saddlebrown
1702,1955523,373,fatimid,green
1703,1955653,0,,
1704,1955744,74,first-century,saddlebrown
1705,1956076,0,,
1706,1960806,380,fatimid,green
1707,1964360,663,mamluk,blue
1708,1965708,785,mamluk,blue
1709,1966008,399,fatimid,green
1710,1966250,368,fatimid,green
1711,1967523,364,fatimid,green
1712,1968504,65,first-century,saddlebrown
1713,1969136,0,,
1714,1969958,366,fatimid,green
1715,1971481,368,fatimid,green
1716,1972632,0,,
1717,1972810,372,fatimid,green
1718,1973495,368,fatimid,green
1719,1975868,288,pre-fatimid,orange
1720,1978010,296,pre-fatimid,orange
1721,1978617,297,pre-fatimid,orange
1722,1978722,298,pre-fatimid,orange
1723,1979032,358,fatimid,green
1724,1979111,362,fatimid,green
1725,1981618,558,fatimid,green
1726,1983332,559,fatimid,green
1727,1986726,401,fatimid,green
1728,1986863,0,,
1729,1987052,395,fatimid,green
1730,1988749,492,fatimid,green
1731,1989977,386,fatimid,green
1732,1990563,390,fatimid,green
1733,1991870,398,fatimid,green
1734,1992887,399,fatimid,green
1735,1993365,400,fatimid,green
1736,1994144,401,fatimid,green
1737,1994868,401,fatimid,green
1738,1998107,600,ayyubid,red
1739,1998266,539,fatimid,green
1740,1998780,388,fatimid,green
1741,2000344,524,fatimid,green
1742,2000749,526,fatimid,green
1743,2002532,526,fatimid,green
1744,2003076,528,fatimid,green
1745,2007216,529,fatimid,green
1746,2008116,564,fatimid,green
1747,2010622,515,fatimid,green
1748,2014151,395,fatimid,green
1749,2014273,394,fatimid,green
1750,2014326,95,first-century,saddlebrown
1751,2016846,395,fatimid,green
1752,2018573,0,,
1753,2020170,794,mamluk,blue
1754,2021759,695,mamluk,blue
1755,2022613,696,mamluk,blue
1756,2024122,806,mamluk,blue
1757,2024250,820,mamluk,blue
1758,2026494,587,ayyubid,red
1759,2029299,401,fatimid,green
1760,2029494,516,fatimid,green
1761,2031082,330,pre-fatimid,orange
1762,2031957,357,,
1763,2032243,651,mamluk,blue
1764,2034215,643,ayyubid,red
1765,2035413,310,pre-fatimid,orange
1766,2036788,340,pre-fatimid,orange
1767,2037045,349,pre-fatimid,orange
1768,2037177,400,fatimid,green
1769,2037366,355,pre-fatimid,orange
1770,2038102,0,,
1771,2038348,357,,
1772,2038631,20,first-century,saddlebrown
1773,2041417,781,mamluk,blue
1774,2042487,395,fatimid,green
1775,2043115,0,,
1776,2045303,86,first-century,saddlebrown
1777,2046620,792,mamluk,blue
1778,2047571,886,mamluk,blue
1779,2048658,544,fatimid,green
1780,2050738,549,fatimid,green
1781,2051062,0,,
1782,2052418,364,fatimid,green
1783,2052631,381,fatimid,green
1784,2052883,0,,
1785,2052918,83,first-century,saddlebrown
1786,2052993,393,fatimid,green
1787,2054884,393,fatimid,green
1788,2055182,751,mamluk,blue
1789,2058968,789,mamluk,blue
1790,2060710,467,fatimid,green
1791,2063053,0,,
1792,2063352,20,first-century,saddlebrown
1793,2063444,10,first-century,saddlebrown
1794,2063620,706,mamluk,blue
1795,2064106,527,fatimid,green
1796,2064174,530,fatimid,green
1797,2064614,577,ayyubid,red
1798,2065185,617,ayyubid,red
1799,2065398,633,ayyubid,red
1800,2065742,636,ayyubid,red
1801,2066726,647,ayyubid,red
1802,2067046,639,ayyubid,red
1803,2067267,637,ayyubid,red
1804,2067424,643,ayyubid,red
1805,2070341,742,mamluk,blue
1806,2075368,375,fatimid,green
1807,2077257,387,fatimid,green
1808,2078079,390,fatimid,green
1809,2079744,564,fatimid,green
1810,2080145,0,,
1811,2080220,68,first-century,saddlebrown
1812,2080333,69,first-century,saddlebrown
1813,2080959,30,first-century,saddlebrown
1814,2081386,71,first-century,saddlebrown
1815,2081488,72,first-century,saddlebrown
1816,2081604,74,first-century,saddlebrown
